Date,Open,High,Low,Close,Volume,Adj Close
2011-03-08,354.91,357.4,352.25,355.76,89079200,48.13
2011-03-07,361.4,361.67,351.31,355.36,136530800,48.07
2011-03-04,360.07,360.29,357.75,360,113316700,48.7
2011-03-03,357.19,359.79,355.92,359.56,125197100,48.64
2011-03-02,349.96,354.35,348.4,352.12,150647700,47.64
2011-03-01,355.47,355.72,347.68,349.31,114034200,47.26
2011-02-28,351.24,355.05,351.12,353.21,100768500,47.78
2011-02-25,345.26,348.43,344.8,348.16,95004700,47.1
2011-02-24,344.02,345.15,338.37,342.88,124975200,46.39
2011-02-23,338.77,344.64,338.61,342.62,167963600,46.35
2011-02-22,342.15,345.4,337.72,338.61,218138900,45.81
2011-02-18,358.71,359.5,349.52,350.56,204014300,47.42
2011-02-17,357.25,360.27,356.52,358.3,132645800,48.47
2011-02-16,360.8,364.9,360.5,363.13,120289400,49.13
2011-02-15,359.19,359.97,357.55,359.9,71043700,48.69
2011-02-14,356.79,359.48,356.71,359.18,77604100,48.59
2011-02-11,354.75,357.8,353.54,356.85,91893200,48.28
2011-02-10,357.39,360,348,354.54,232137500,47.96
2011-02-09,355.19,359,354.87,358.16,120686300,48.45
2011-02-08,353.68,355.52,352.15,355.2,95260200,48.05
2011-02-07,347.89,353.25,347.64,351.88,121255400,47.6
2011-02-04,343.64,346.7,343.51,346.5,80460100,46.88
2011-02-03,343.8,344.24,338.55,343.44,98449400,46.46
2011-02-02,344.45,345.25,343.55,344.32,64738800,46.58
2011-02-01,341.3,345.65,340.98,345.03,106658300,46.68
2011-01-31,335.8,340.04,334.3,339.32,94311700,45.9
2011-01-28,344.17,344.4,333.53,336.1,148014300,45.47
2011-01-27,343.78,344.69,342.83,343.21,71256500,46.43
2011-01-26,342.96,345.6,341.5,343.85,126718900,46.52
2011-01-25,336.33,341.44,334.57,341.4,136717000,46.19
2011-01-24,326.87,337.45,326.72,337.45,143670800,45.65
2011-01-21,333.77,334.88,326.63,326.72,188600300,44.2
2011-01-20,336.43,338.3,330.12,332.68,191197300,45.01
2011-01-19,348.35,348.6,336.88,338.84,283903200,45.84
2011-01-18,329.52,344.76,326,340.65,470249500,46.08
2011-01-14,345.89,348.48,344.44,348.48,77210000,47.14
2011-01-13,345.16,346.64,343.85,345.68,74195100,46.76
2011-01-12,343.25,344.43,342,344.42,75647600,46.59
2011-01-11,344.88,344.96,339.47,341.64,111027000,46.22
2011-01-10,338.83,343.23,337.17,342.45,112140000,46.33
2011-01-07,333.99,336.35,331.9,336.12,77982800,45.47
2011-01-06,334.72,335.25,332.9,333.73,75107200,45.15
2011-01-05,329.55,334.34,329.5,334,63879900,45.18
2011-01-04,332.44,332.5,328.15,331.29,77270200,44.82
2011-01-03,325.64,330.26,324.84,329.57,111284600,44.59
